id,created_at,user_id,c4_1_1,c4_1_2,c4_1_3,c4_1_4,c4_1_5,dev_level
1,2025-02-17T23:30:21.622+00:00,cc434345-573f-4321-a980-cf20b648f3ab,True,True,True,False,False,3
2,2025-02-18T12:15:39.167+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
3,2025-02-18T12:42:36.344+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,True,False,2
4,2025-02-21T15:00:24.244+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,3
5,2025-02-21T15:12:18.432+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,1
6,2025-02-24T18:59:56.433+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,1
7,2025-02-24T19:09:41.299+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
8,2025-03-14T19:00:52.37536+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
9,2025-03-18T15:51:07.160725+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
10,2025-03-18T15:52:51.901902+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,2
11,2025-03-18T16:30:45.897533+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
12,2025-03-18T16:36:40.729302+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
13,2025-03-25T13:05:24.506065+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,3
14,2025-03-25T13:05:38.537783+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,1
15,2025-03-25T13:32:12.813678+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
16,2025-03-25T14:02:32.502903+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
17,2025-03-25T14:02:37.168875+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,3
18,2025-03-25T14:48:58.750332+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,True,False,2
19,2025-03-25T17:39:22.31265+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
20,2025-03-26T18:53:02.765824+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,True,False,2
