id,created_at,user_id,c4_3_1,c4_3_2,c4_3_3,c4_3_4,c4_3_5,c4_3_6,dev_level
1,2025-02-18T15:19:56.177+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,True,1
2,2025-02-19T22:26:19.479+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,True,1
3,2025-02-21T18:03:02.285+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,False,2
4,2025-03-11T18:54:01.798+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,False,False,True,False,True,3
5,2025-03-11T18:54:41.749+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,False,True,False,False,False,3
6,2025-03-14T18:41:40.063923+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,False,1
7,2025-03-25T13:12:20.516742+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,False,1
8,2025-03-25T14:02:16.950585+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,False,1
9,2025-03-25T15:05:12.679963+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,True,4
10,2025-03-25T15:14:08.087039+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,True,4
11,2025-03-25T15:24:16.779203+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,True,4
12,2025-03-25T17:37:16.750112+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,False,4
13,2025-03-25T17:46:49.264686+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,False,2
14,2025-03-25T20:11:17.986055+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,False,2
15,2025-03-26T17:11:06.641793+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,True,False,False,False,1
16,2025-03-26T17:19:59.71274+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,True,4
