id,created_at,user_id,c6_3_1,c6_3_2,c6_3_3,c6_3_4,dev_level
1,2025-02-18T12:40:52.437+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,1
2,2025-02-18T14:22:41.336+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,2
3,2025-02-18T14:32:32.288+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,2
4,2025-02-18T15:39:18.631+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,1
5,2025-02-19T16:55:51.592+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,2
6,2025-02-21T13:56:59.672+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,1
7,2025-02-21T14:02:31.531+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,2
8,2025-02-21T14:16:55.757+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,2
9,2025-02-21T17:53:41.464+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,1
10,2025-02-21T17:55:01.242+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,1
11,2025-02-24T18:38:11.35+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,2
12,2025-02-26T21:50:09.535+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,1
13,2025-02-26T23:29:35.195+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,2
14,2025-03-11T18:54:18.974+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,False,True,False,3
15,2025-03-14T18:51:41.512183+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,4
16,2025-03-18T15:36:28.286365+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,2
17,2025-03-25T13:11:31.592079+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,2
18,2025-03-25T13:15:37.194236+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,2
19,2025-03-25T17:34:57.831716+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,2
