id,created_at,user_id,c1_3_1,c1_3_2,c1_3_3,c1_3_4,c1_3_5,dev_level
1,2025-02-18T13:24:20.946+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,3
2,2025-02-18T15:22:27.592+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,2
3,2025-02-21T15:06:44.806+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,2
4,2025-02-24T19:05:06.299+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
5,2025-03-11T18:53:43.623+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,False,False,False,True,3
6,2025-03-11T18:54:12.081+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,False,True,True,False,3
7,2025-03-11T18:54:26.422+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,True,False,False,False,3
8,2025-03-25T14:30:59.181652+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,2
9,2025-03-25T15:26:43.203455+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
10,2025-03-25T20:04:21.162384+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
11,2025-03-25T20:10:38.617759+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,2
12,2025-03-26T18:57:56.991082+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
13,2025-03-26T18:58:22.170559+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
