id,created_at,user_id,c9_2_1,c9_2_2,c9_2_3,c9_2_4,c9_2_5,dev_level
1,2025-02-18T13:57:32.39+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
2,2025-02-18T14:10:38.262+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,2
3,2025-02-21T15:25:33.557+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,2
4,2025-02-21T17:56:32.533+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
5,2025-02-24T18:47:26.578+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,4
6,2025-02-26T22:01:29.113+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
7,2025-03-14T18:13:26.246416+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,3
8,2025-03-14T18:23:56.490982+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,2
9,2025-03-14T18:50:37.017736+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
10,2025-03-18T15:49:13.272444+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,4
11,2025-03-25T13:45:20.368769+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,3
12,2025-03-25T14:06:16.051919+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,3
13,2025-03-25T14:52:17.525681+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
14,2025-03-25T19:58:22.916406+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
15,2025-03-25T20:12:28.719395+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
16,2025-03-26T16:21:35.201542+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
17,2025-03-26T16:21:43.531402+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,3
