id,created_at,user_id,c8_3_1,c8_3_2,c8_3_3,c8_3_4,c8_3_5,c8_3_6,dev_level
1,2025-02-18T13:20:43.357+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,False,False,1
2,2025-02-18T15:22:01.705+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,False,4
3,2025-02-18T15:22:53.298+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,False,1
4,2025-02-18T15:26:16.938+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,True,False,2
5,2025-02-18T15:26:17.027+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,True,False,2
6,2025-02-19T22:32:44.251+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,False,2
7,2025-02-21T14:02:15.478+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,True,True,3
8,2025-02-21T14:17:33.815+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,False,True,4
9,2025-02-21T17:56:06.301+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,False,2
10,2025-02-24T18:48:27.846+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,True,False,3
11,2025-02-26T21:55:28.818+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,True,3
12,2025-03-11T18:53:58.96+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,False,True,False,False,False,3
13,2025-03-14T18:14:33.330615+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,False,3
14,2025-03-14T18:33:35.815735+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,False,2
15,2025-03-18T16:30:40.187745+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,True,False,3
16,2025-03-23T15:57:48.092534+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,False,2
17,2025-03-25T13:14:35.905527+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,False,3
18,2025-03-25T14:01:26.003751+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,False,2
19,2025-03-25T14:11:09.618112+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,True,3
20,2025-03-25T14:34:24.98486+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,False,4
21,2025-03-25T17:57:59.317261+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,True,False,2
22,2025-03-26T16:55:38.855589+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,True,True,3
