id,created_at,user_id,c13_2_1,c13_2_2,c13_2_3,c13_2_4,c13_2_5,dev_level
1,2025-02-18T12:26:54.229+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,2
2,2025-02-18T12:37:19.898+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
3,2025-02-18T13:48:31.096+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,True,2
4,2025-02-18T15:27:20.376+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
5,2025-02-18T15:52:04.801+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
6,2025-02-21T13:52:01.795+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,True,2
7,2025-02-21T15:11:03.202+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
8,2025-02-21T18:04:17.263+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
9,2025-02-24T18:34:49.736+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
10,2025-03-11T18:54:23.222+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,True,False,True,False,3
11,2025-03-14T18:28:06.368266+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
12,2025-03-25T13:13:55.135891+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
13,2025-03-25T13:55:38.173521+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
14,2025-03-25T14:46:08.846741+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
15,2025-03-25T14:47:35.009779+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,2
16,2025-03-25T15:13:52.890247+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
17,2025-03-25T15:22:23.23739+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
18,2025-03-26T18:23:53.4022+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
