id,created_at,user_id,c4_2_1,c4_2_2,c4_2_3,c4_2_4,c4_2_5,dev_level
2,2025-02-18T12:16:07.54+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
3,2025-02-18T13:43:39.311+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
4,2025-02-18T14:41:32.077+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,3
5,2025-02-21T18:13:50.637+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
6,2025-02-24T18:36:59.686+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
7,2025-02-24T18:46:08.637+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
8,2025-02-24T18:59:16.079+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
9,2025-02-24T19:14:00.895+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,3
10,2025-02-26T22:01:08.815+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
11,2025-03-11T18:54:05.368+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,True,False,False,False,3
12,2025-03-11T18:54:06.76+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,False,True,False,False,3
13,2025-03-18T16:03:50.445582+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
14,2025-03-25T12:51:45.072267+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,4
15,2025-03-25T14:03:19.597425+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
16,2025-03-25T14:15:42.612696+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
17,2025-03-25T14:26:13.344024+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,3
18,2025-03-25T14:29:52.51997+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,3
19,2025-03-25T15:13:38.003873+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,3
20,2025-03-25T15:30:18.575122+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
21,2025-03-25T19:57:11.788169+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,3
22,2025-03-25T20:06:03.080216+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
23,2025-03-26T16:53:00.847653+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
