id,created_at,user_id,c2_3_1,c2_3_2,c2_3_3,c2_3_4,c2_3_5,dev_level
1,2025-02-18T12:27:52.833+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,2
2,2025-02-18T15:49:40.765+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,True,False,False,1
3,2025-02-19T16:54:16.291+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
4,2025-02-21T14:32:46.623+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
5,2025-02-24T18:53:20.552+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,1
6,2025-03-14T18:20:32.088788+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,1
7,2025-03-14T18:33:12.253741+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,3
8,2025-03-25T13:54:26.067254+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
9,2025-03-25T14:10:53.07463+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,2
10,2025-03-25T15:35:22.074144+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
11,2025-03-25T17:53:26.177956+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
12,2025-03-26T18:48:16.678483+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,1
