id,created_at,user_id,c7_2_1,c7_2_2,c7_2_3,c7_2_4,c7_2_5,dev_level
1,2025-02-18T12:36:02.351+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
2,2025-02-18T12:41:20.427+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
3,2025-02-18T14:08:54.873+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
4,2025-02-21T18:05:29.184+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
5,2025-02-26T21:49:28.067+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
7,2025-03-11T18:54:08.342+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,True,False,False,True,3
8,2025-03-11T18:54:16.052+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,True,False,False,False,3
9,2025-03-14T18:09:09.960667+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
10,2025-03-14T18:10:15.068824+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
11,2025-03-25T13:01:39.293495+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,4
12,2025-03-25T14:05:24.114078+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
13,2025-03-25T15:29:11.232311+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
14,2025-03-25T15:38:48.28986+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,2
15,2025-03-25T15:40:19.75105+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
16,2025-03-25T17:46:20.801129+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
17,2025-03-26T16:24:09.916762+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
18,2025-03-26T16:31:30.416988+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
