id,created_at,user_id,c2_2_1,c2_2_2,c2_2_3,c2_2_4,c2_2_5,dev_level
1,2025-02-21T18:17:06.586+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
2,2025-02-24T18:41:27.732+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,1
3,2025-02-24T18:47:30.752+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
4,2025-02-26T21:48:18.326+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
5,2025-03-11T18:54:32.561+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,False,False,True,False,3
6,2025-03-14T18:09:32.288615+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
7,2025-03-25T13:20:09.200142+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
8,2025-03-25T13:55:06.368936+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,4
9,2025-03-25T15:28:41.517064+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
10,2025-03-25T15:39:14.758721+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
11,2025-03-25T17:53:06.295714+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
12,2025-03-26T18:58:40.507094+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
