id,created_at,user_id,c11_3_1,c11_3_2,c11_3_3,c11_3_4,c11_3_5,dev_level
1,2025-02-18T12:19:14.54+00:00,4af06985-db73-4918-901f-61e0377a0c37,,,False,True,False,3
2,2025-02-18T12:28:47.891+00:00,4af06985-db73-4918-901f-61e0377a0c37,,,True,False,False,1
3,2025-02-18T14:06:18.464+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,,,,1
4,2025-02-18T14:06:37.77+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,,,,4
5,2025-02-18T15:07:57.305+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,,,,1
6,2025-02-18T15:11:58.508+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,,,,4
7,2025-02-18T15:33:59.666+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,,,,1
8,2025-02-19T16:59:24.694+00:00,4af06985-db73-4918-901f-61e0377a0c37,,,False,False,True,2
9,2025-02-19T17:22:53.612+00:00,4af06985-db73-4918-901f-61e0377a0c37,,,False,True,True,2
10,2025-02-21T13:58:44.511+00:00,4af06985-db73-4918-901f-61e0377a0c37,,,True,False,False,1
11,2025-02-21T14:53:52.106+00:00,4af06985-db73-4918-901f-61e0377a0c37,,,False,True,False,4
12,2025-02-21T17:53:35.694+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,,,,1
13,2025-02-21T18:08:25.251+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,,,,4
14,2025-02-24T18:45:18.821+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
15,2025-02-24T19:10:11.291+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,True,1
16,2025-02-26T21:49:46.664+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
17,2025-03-11T18:53:41.491+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,False,False,False,True,3
18,2025-03-11T18:53:51.661+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,True,False,True,False,3
19,2025-03-11T18:54:11.142+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,True,False,True,False,3
20,2025-03-11T18:54:14.133+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,True,False,True,False,3
21,2025-03-14T18:08:43.31225+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
22,2025-03-18T15:55:12.502796+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
23,2025-03-25T12:55:36.310686+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,False,2
24,2025-03-25T13:02:18.614488+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
25,2025-03-25T14:28:42.112806+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,False,3
26,2025-03-25T14:29:30.570119+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,False,3
27,2025-03-25T14:40:54.906918+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
28,2025-03-25T15:31:29.003196+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,True,2
29,2025-03-25T15:38:01.22695+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,False,3
30,2025-03-26T16:20:25.172313+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,True,2
31,2025-03-26T16:21:16.778369+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
32,2025-03-26T16:22:33.004447+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,3
33,2025-03-26T16:23:28.769305+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,True,False,3
34,2025-03-26T18:23:49.790191+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,True,False,False,1
