id,created_at,user_id,c7_4_1,c7_4_2,c7_4_3,c7_4_4,c7_4_5,dev_level
1,2025-02-18T14:37:48.696+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,4
2,2025-02-18T15:18:20.787+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,True,False,3
3,2025-02-19T23:16:40.831+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,True,True,3
4,2025-02-21T15:29:53.14+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,4
5,2025-02-24T19:08:04.873+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,2
6,2025-03-11T18:54:02.581+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,False,False,True,False,3
7,2025-03-14T18:14:52.81569+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,True,2
8,2025-03-14T18:22:35.358189+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,4
9,2025-03-14T18:48:15.641409+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,4
10,2025-03-18T15:34:55.44608+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
11,2025-03-18T16:00:15.059651+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
12,2025-03-25T14:28:11.224455+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,4
13,2025-03-25T15:39:50.169376+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,True,False,2
14,2025-03-25T17:36:56.685744+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,4
15,2025-03-25T17:59:50.651002+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
16,2025-03-26T17:24:34.061628+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,4
17,2025-03-26T18:22:41.426109+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,4
18,2025-03-26T18:25:22.935696+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,True,False,False,2
