id,created_at,user_id,c6_2_1,c6_2_2,c6_2_3,c6_2_4,c6_2_5,c6_2_6,dev_level
1,2025-02-18T12:37:29.102+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,False,4
2,2025-02-18T12:37:50.883+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,True,True,4
3,2025-02-18T12:39:53.97+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,False,3
4,2025-02-19T16:40:46.746+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,True,4
5,2025-02-21T13:38:40.951+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,False,4
6,2025-02-24T19:09:38.238+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,False,4
7,2025-02-26T22:02:04.211+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,False,3
8,2025-03-11T18:47:41.831+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,False,False,True,False,True,False,3
9,2025-03-11T18:54:13.554+00:00,7d765edd-8fa3-4a00-afd1-8c15c31bd79b,True,False,False,True,False,False,3
10,2025-03-14T18:20:55.866676+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,False,2
11,2025-03-14T18:41:34.732741+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,True,4
12,2025-03-18T15:23:18.05528+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,True,True,4
13,2025-03-18T16:21:56.10885+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,True,False,4
14,2025-03-25T13:20:41.187151+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,False,3
15,2025-03-25T14:11:00.810025+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,False,False,True,4
16,2025-03-25T15:32:27.069845+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,True,3
17,2025-03-26T17:07:55.944234+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,True,False,4
