id,created_at,user_id,c2_1_1,c2_1_2,c2_1_3,c2_1_4,c2_1_5,dev_level
1,2025-02-18T13:46:48.764+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,True,False,False,False,2
2,2025-02-18T14:11:23.835+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
5,2025-03-14T18:17:05.169632+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
6,2025-03-14T18:36:48.991196+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,2
7,2025-03-18T16:04:57.166047+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,3
8,2025-03-18T16:22:00.120962+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,3
9,2025-03-18T16:23:14.879318+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,False,3
10,2025-03-25T14:00:29.750456+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,False,False,False,False,1
11,2025-03-25T15:24:45.691541+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,False,True,True,3
12,2025-03-25T17:53:49.59741+00:00,4af06985-db73-4918-901f-61e0377a0c37,True,True,False,False,False,1
13,2025-03-25T20:16:27.207715+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,False,False,2
14,2025-03-26T17:27:23.233993+00:00,4af06985-db73-4918-901f-61e0377a0c37,False,False,True,True,False,2
